Tweets,Sentiment
"""We have a clear drive to eliminate plastic pollution. So we needed a recycling partner that could meet us on this journey. Agecko have already exceeded our plans and accelerated us further. We couldn’t be happier with the relationship.""

#testimonialTuesday #wastemanagement https://t.co/WXOuDexHuu",Positive
Hey green thumbs! Your number one damaging company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😷! Did you know  everyone has their very own carbon footprint!  Tune in for more behind closed door stats!,Positive
"Plastic can take hundreds of years to break down – and we keep making more

Americans throw away an estimated 2.5 million plastic water bottles an HOUR. We need international cooperation to protect our planet and our health
https://t.co/leyhlXk7BZ https://t.co/0ZO3NHdzsJ",Positive
"If the air pollution or the micro plastic particles don't get you...

Rainwater everywhere on Earth contains cancer-causing ‘forever chemicals’ | The Independent https://t.co/RbIFGD9IKR",Neutral
@whit2167 Ah yeah Ocean clean up and plastic pollution would be a good one cheers,Positive
To reduce this plastic pollution and save material and labour costs you could fence in the new plantings but this has even higher material cost and labour implications not to mention negative impacts on future management farming efficiency and wildlife. https://t.co/0gmAErdtZP,Positive
సింగిల్‌ యూజ్‌ ప్లాస్టిక్‌ బ్యాన్‌పై రిట్లు : కేంద్ర రాష్ట్ర కాలుష్య మండళ్లకు నోటీసులు https://t.co/y3EJRsoofY https://t.co/0hDizpSl6s,Neutral
Hello eco-friendlies! Your number one unnatural company Starbucks using more than 4 MILLION plastic cups a year😷! You'll never guess that  carbon footprints are important!  Think twice about the amount of pollution resulted making your products!,Positive
#end #plastic #pollution @BBwansi https://t.co/FihAhS7Rv4,Neutral
@OceanCTrust @GustafPaul @SailGP @1851Trust @PoF_educators @SailGPGBR Plymouth did a great job hosting again. Your free activities no doubt inspired many. Plastic pollution in the marine environment is a big issue. On my last holiday the resort gave us small paper bags for guests to collect any plastic remnants found on the beaches. We found loads,Positive
plastic pollution : there is an island 3x size of the UK called the Great Garbage Pacific entirely made up of plastic (people - lets not die),Positive
https://t.co/uNqlvdsVGK,Neutral
"@AnthonyLipke @shoe0nhead So what do you think is causing deforestation biodiversity loss climate change overfishing plastic pollution soil loss etc etc?

I=(PAT) ?

Nah.

🤔 Maybe it’s too FEW humans!

Some COP25 scientists on overpopulation:

https://t.co/2jzhESjD9b",Negative
plastic pollution : a truckload of plastic is dumped into the ocean every minute (people - lets not die),Neutral
Hello eco-friendlies! Your number one carbon emitting company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! You'll never guess that  carbon footprints are important!  Tune in for more behind closed door stats!,Positive
"@SDGscameroon Build #HealthyEnvironment4all 
Stop dumping hazardous waste
Beat plastic pollution 
Make world plastic waste free future",Positive
Malaysian lawmakers should enact similar legislation to ensure the corporates business owners play their role in eliminating plastic pollution! @KASA_Malaysia https://t.co/GKenhsc8zI,Neutral
"@sprintcar_18j @cygnus2112yyz @Brandonfreemana @shoe0nhead Not true.  We could have absolute equitability everywhere and still have  all of our current environmental problems:  
deforestation climate change biodiversity loss overfishing soil loss plastic pollution etc etc:

https://t.co/U88LiLe4oF",Positive
"@RealSteveCox @shoe0nhead Wrong.  Can’t feed n house everyone without causing more deforestation climate change biodiversity loss soil loss overfishing plastic pollution desertification etc etc.  

Not a “myth”.  

I=PAT

Here are some COP25 scientists on overpopulation:

https://t.co/2jzhESjD9b",Neutral
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/KbdBrrkcce,Positive
"JOIN OUR TEAM! 🌊  We are hiring for two positions:

• Development Director: https://t.co/VhCEJzC46b

• Programs Manager for Plastic Pollution: https://t.co/Dhx19yVtxM https://t.co/GqYPPfdaSb",Neutral
Hiya fellow humans! The well known polluting company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution🤮! Who knew that  carbon footprints are important!  Tune in for more behind closed door stats!,Positive
"Happening now: PlastiCount Pilipinas Scoping and Framework Development Session

Project Leader Dr. Deo Florence Onda pictured in a discussion with PCG MEPCOM regarding priorities in marine plastic pollution research. 
#MOLabProjectHighlights #PlastiCountPilipinas #MarinePlastics https://t.co/oOqVCgmCtF",Neutral
x Laser uses augmented reality and 3D modelling to dissect plastic pollution through an assemblage to reach young adults.,Positive
Impressive to see the Brands collaborating with this B corporation: Solving the Plastic Crisis Through Community Empowerment  #190tech https://t.co/q3cGiTj5MU,Positive
Environment Minister Yadav pledges to free Nepal from plastic pollution - Khabarhub https://t.co/6n7boaqMzW,Positive
plastic pollution : an estimated 12.7 million tonnes of plastic end up in the ocean each year (people - lets not die),Neutral
How will plastic pollution be tackled in China's zero-waste cities? Learn more through this Study conducted by @switchasia #RPAC and the Solid Waste and Chemical Management Technology Center in the Ministry of Ecology and Environment of China 👉https://t.co/qMfsy8iMaC @EUinChina,Positive
"plastic pollution is a major issue for the environment.😩 https://t.co/kDgTS5JSyr|* 
Help protect the body of water on the earth and the marine life that we depend on for food. Use reusable products instead of single use plastic. #savethewave #savetheseas #oceanconservation",Negative
Hiya green thumbs! Today we have everyone's favorite damaging company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Fun fact  everyone has their very own carbon footprint!  Follow for more daily environmental facts!,Positive
More Heart Attacks Strokes &amp; Deaths? Ultra-Processed Foods | Nature's Real Health https://t.co/3ogaZw6v6E,Positive
Made in America Plastic Pollution Threatening All Marine Life | Nature's Real Health https://t.co/pIVbXLiIdP,Positive
"To address plastic pollution Vietnam needs a progressive phase-out accompanied by the promotion of viable alternatives and an improved solid waste management system citing a newly-released study by The World Bank.

https://t.co/4Q3oneJW9C",Negative
"🚨REMINDER🚨

Tomorrow TERN will be represented at the Malaysia–Australia Dialogue Series on Combating #marine #plasticpollution by Dr Beryl Morris (TERN Director) A/Prof @BenSparrowau &amp; Dr @SEM_Munroe🐢🌊

Register below⤵️
@UQ_News @MIMA_MALAYSIA
https://t.co/RNUKWL4O2U",Neutral
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/eP6jHdeRiC,Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/HGZR2Da21c,Positive
"Plastic Pollution Is Rising 
https://t.co/1vFWsGAMFW",Neutral
"Bravo Sri Lanka 🇱🇰!
In the midst of the economic crisis Zeroplastic National Movement is carrying out awareness programs for the Kandy Festival of the Tooth. 300+ volunteers defeat plastic pollution

The procession is an icon for Sri Lankan Buddhists 

https://t.co/6dTEeU5xv7 https://t.co/MsrMiQc3Hy",Positive
Solving the Plastic Crisis Through Community Empowerment https://t.co/MtMXGJiBvS,Neutral
Hey environmentalists! Your number one un-green company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution☣️! Did you know  everyone has their very own carbon footprint!  Think twice about the amount of pollution resulted making your products!,Positive
Join us in empowering and raising awareness for #WastePickers' to beat plastic pollution in coastal areas in Cameroon. https://t.co/6SvCmj8nIX,Neutral
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/0yRriE3vxQ,Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/tX98YwS1Bm,Positive
Zeta Horus is a web application that is critical of plastic pollution implementing the technologies of robotics and dance to reach film buffs.,Neutral
@CAClimate All of that pollution is for you and me do you drive or fly? Do you have any plastic in your house? How much of your food probably all of your vitamins are made with petroleum?,Positive
There are so many exciting solutions out there that have a positive and regenerative impact rather than pollution and destruction. @apeelsciences is an innovative alternative to plastic wrap on food! #plasticpollution #alternative #protectouroceans #regenerative #solutions https://t.co/FQJBdeqTgM,Positive
Hey fellow humans! The well known high-carbon company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😖! Fun fact  climate change is a real thing!  Think twice about the amount of pollution resulted making your products!,Positive
"Minister for Forest and Environment Pradeep Yadav has expressed his commitment to liberate Nepal from plastic pollution.
https://t.co/yZE7le2YlF
#Khabarhub #Pradeep_Yadav #Plastic #Nepal",Neutral
"The clock is ticking ⏰ Victoria with just over 5 months to go until the single-use plastics ban to reduce plastic pollution from 1 February 2023 which includes cutlery straws plates &amp; drink stirrers.

Your #franchise ready?

Learn more: https://t.co/YAY65QnjNS https://t.co/2Y3KiAnhc7 https://t.co/y4Ywo8BB6Q",Positive
Hey environmentalists! Today we have everyone's favorite unnatural company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😖! Did you know  climate change is a real thing!  Stay updated on our carbon tweets by following!,Positive
plastic pollution is likely going to consequence in more plastic than fish in the sea by 2050 (people - lets not die),Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/qNtVpHbWal,Positive
Hey environmentalists! Today we have everyone's favorite eco-unfriendly company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution☣️! Fun fact  climate change is a real thing!  Tune in for more behind closed door stats!,Positive
Idk how anyone can willingly support PETA... just completely baffles me.. all they seem to want is to wipe animals off the planet and also contribute to the plastic pollution problem as much as possible. How can anyone support that?,Positive
Hello environmentalists! Today we have everyone's favorite un-green company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Fun fact  climate change is a real thing!  Tune in for more behind closed door stats!,Positive
Hey fellow humans! Your number one un-green company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Did you know  carbon footprints are important!  Find out what else is swept underneath the rug!,Positive
@POTUS The US exports its pollution to the developing world while its military pollutes more than Egypt a country with over 100 million people all while democrats and liberals blab about plastic straws and climate deals that are big pay offs to corporations and industry,Positive
"Wordle 416 5/6

⬜⬜⬜🟨⬜
🟨⬜⬜⬜🟨
🟨⬜🟨⬜⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩

Got #wordle416 in 5 guesses. #wordle

https://t.co/Iafd2di4uU #nomoreplastic #plastic #plastics #microplastic #microplastics #pollution",Neutral
@ToriatheistTori He looks 'Lucifarian' to me. The spitting image of an antichrist IMO. Plus since when don't we eat plants? Did his mother make him eat all his veggies even the broccoli and Brussel sprouts? Whine whine whine. But the plastic and other pollution we ingest is just fine to him.,Positive
"“Environmental justice cannot be solved in the absence of social justice."" – Vivien Luk executive director of @doWorkorg https://t.co/8nNuDuJtmg",Positive
Plastic can take hundreds of years to break down – and we keep making more #pollution #plastics #microplastics #environment #environmentalcrisis  https://t.co/YFl8EhwaLN,Positive
"Wind spreads microplastics much faster than oceans: 
https://t.co/TYE2mTi1op 

#plasticpollution #plastic #microplastics #pollution #wind #wastemanagement #waste #Science #Sustainability https://t.co/iJFTEgYnab",Neutral
#PhilippineMayors we need your leadership to prevent ocean plastic pollution. As Mayors of metropolitan Manila - I am calling on you to implement a Zero Waste Program in your city.,Negative
Chi World is a household appliance that proposes a solution to plastic pollution using robotics and virtual reality to reach retail businesses.,Neutral
"16k Discarded polystyrene boards??
 
https://t.co/urHbOxeMPp",Neutral
"@Rob_Kimbell Apparently really bad for plastic and a number of other things the countries under the commonwealth seem to be bad for
Lack of maintenance  and or upgrades from our old ways of pollution from nuclear pollution to sewage",Negative
"EHN’s latest plastic pollution newsletter is out! Don't miss insightful news about the world's growing plastic  problem. Subscribe for free today! 
https://t.co/RllGhHh0V3 https://t.co/DkqndwaxSC",Positive
"Turning the tide on #plasticpollution through regional collaboration in Southeast Asia #parleyfortheoceans     #ditchplastic 
https://t.co/qO2KUFxbOj via @WB_AsiaPacific",Neutral
9. Paper bags are even worse for the environment than plastic bags. Studies say the production of paper bags leaves 70% more pollution consumes four times more energy and the process of their natural destruction takes longer than that required for plastic... https://t.co/axdrbDFMDX,Positive
@joshcohen @ClimateHuman I'm far more worried about plastics pollution than CO2 (which is plant food). Plastic pollution is wrecking havoc on sperm counts and girth.,Positive
Hiya eco-friendlies! The well known eco-unfriendly company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution☣️! Did you know  climate change is a real thing!  Find out what else is swept underneath the rug!,Positive
Thanks for being a social change institution! #oceanoptimism.  Bay Aquarium cheers enactment of Senate Bill 54 the California Plastic Pollution Producer Responsibility Act.  https://t.co/zp3nnDGvaZ,Positive
"Why do ppl buy big packs of bottles water when we've got good tap water? Why can't you get @LucozadeEnergy or @SchweppesGB in glass bottles?

Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/JqIZwMCY23",Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/EA3iGll5dY,Positive
@mycatisincharge @OurSacredGrove If you get plastic leaves blown into your garden I wonder if you could complain to your local council about plastic pollution.,Neutral
Plastic can take hundreds of years to break down – and we keep making more | The Guardian https://t.co/mhATORRjUw,Positive
Hello fellow humans! Today we have everyone's favorite carbon emitting company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! You'll never guess that  climate change is a real thing!  Find out what else is swept underneath the rug!,Positive
It’s such a pleasure to work with this amazing team studying plastic pollution in Sweden! We hope to learn more about the impact of humans on this issue. #imbrsea #dayinthescilife #plasticpollution https://t.co/6JY7RCzZVY,Positive
Really nice from @alex_bamford in Brighton. Highlighting plastic pollution a little bit differently. https://t.co/xiYmzICBp9,Positive
"Legacy of Patagonia’s introduction of microfibers into environment. 

How your clothes are poisoning our oceans and food supply https://t.co/CUfeMolVZ2?",Neutral
@D_K_Putnam @SenWhitehouse @patagonia https://t.co/CUfeMolVZ2,Neutral
@Echo_L @D_K_Putnam @SenWhitehouse @patagonia https://t.co/CUfeMolVZ2,Neutral
Hey green thumbs! Today we have everyone's favorite high-carbon company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😖! Did you know  climate change is a real thing!  Tune in for more behind closed door stats!,Positive
Meet John and Rosie fighting plastic pollution with proteins - Unfolded https://t.co/NmKrMCNSxm via @YouTube,Neutral
plastic pollution is such a disturbing eco problem that the fact the largest in europe power plant can be blown up by russian terrorists and wipe that europe off the earth does not really matter that much right? 🙂,Negative
https://t.co/OzngGtnKJJ,Neutral
Wanpen Pajai &amp; Mailee Osten-Tan highlight the impact of plastic pollution in one of Southeast Asia’s most important rivers Thailand’s Chao Phraya. https://t.co/LpqCkrJO1M https://t.co/cVsQ8XyMcG,Positive
"@ChrisMurphyCT The Inflation Reduction Act ""will put the U.S. on a path to reduce emissions by 40 percent by 2030.""

Emissions are one type of pollution.   There is also pollution from plastic nuclear waste etc.",Negative
Solving the Plastic Crisis Through Community Empowerment https://t.co/vTuhScpD38,Neutral
Saw a SeaBin finally! After getting interested in plastic pollution esp ocean plastics I had read about these. Ideally located in marinas they can capture floating debris and oil if attached to a separator. If you look closely you can sea the steam of oil. #plasticpollution https://t.co/lGTIwcyrom,Positive
"Solving the Plastic Crisis Through Community Empowerment
@EcoWatch #ClimateAction #ClimateActionNow #ClimateCrisis #ClimateJustice #GoGreen #GreenNewDeal #plasticfree #plasticpollution 
https://t.co/nX4pByV5Ru",Neutral
Hi environmentalists! The well known un-green company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Did you know  climate change is a real thing!  Tune in for more behind closed door stats!,Positive
Something Really Wrong &amp; Some Hope  : Plastic Pollution: Recycling with Radiation to Protect the Environment | IAEA https://t.co/8B4IZ2wPS4,Negative
Hey environmentalists! Today we have everyone's favorite carbon emitting company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution☢️! You'll never guess that  climate change is a real thing!  Follow for more daily environmental facts!,Positive
"#BigOil making more profit with plastic
Plastic can take hundreds of years to break down – and we keep making more https://t.co/3rP34ODelB",Positive
"We need to tax toxic waste including plastics.  

Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/2TxtqEWS7Y",Positive
"It's Monday and that means EHN’s latest plastic pollution newsletter is out! Don't miss insightful news about the world's growing plastic  problem. Subscribe for free today! 
https://t.co/AzYBw5JIDy https://t.co/C3frjUUtxl",Positive
"Global problems of climate change increase of diseases fossil fuel pollution in the form of plastic are all interconnected.  

Mother Jones article:

Human Pathogens Are Hitching a Ride on Floating Plastic

They could threaten marine ecosystems and food supply chains.",Neutral
"Stand on the beach in Boca Raton at 10 or 11 at night with your back to the ocean — over the dunes you'll see a glowing sky. This artificial light is coming from city buildings and homes. It's confusing baby sea turtles.
https://t.co/d6ft1JZbvp",Negative
Issues with plastic run deeper than just the waste that is produced and these people are working to create deep change from the ground up. My new piece at @ecowatch about @FirstMileImpact Thread and @doWorkorg  https://t.co/XA0SGa8JXK,Negative
"Solving the Plastic Crisis Through Community Empowerment

#COMMUNITY #ENVIRONMENT

https://t.co/tBqZWLQ6GT",Neutral
Solving the Plastic Crisis Through Community Empowerment https://t.co/gqLD8qClou,Neutral
https://t.co/v3xqHZ516o,Neutral
@missmteach16 @MrTs_NQTs Of course you can then lead on to contemporary concerns re: plastic pollution sustainability - will we see increase in wood / card based games?,Positive
"Pac-Bob A genetically engineered  video game character who eats pollution ( specifically plastic)
#BTC #ETH #Crypto #Bitcoin #art #NFT  #NFTCommunity  #tezos #nftcollector #cryptocurrency  #SOL #DeFi #web3  #digitalart  #Polygon #womenintech #Binance  #WomenInCrypto  #WomeninNFTs https://t.co/A1zYFtwjd3",Negative
“… With skyrocketing plastic production low levels of recycling and poor waste management […] between 4 and 12 million metric tons of plastic enter the ocean each year – enough to cover every foot of coastline on the planet! …” https://t.co/Z3LNQWMEKL,Negative
Echoing Green Top story: Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox | The Guardian https://t.co/tbdITnccc7 see more https://t.co/SZjHdIdfxa,Positive
@RalphNader The US exports its pollution to the developing world while its military pollutes more than Egypt a country with over 100 million people all while democrats and liberals blab about plastic straws and climate deals that are big pay offs to corporations and industry,Positive
"Latinos want bold action: 92% of U.S. Latinos know we must do more to prevent #PlasticPollution. #DejaElPlastico
➡️ https://t.co/U0hkPBignt https://t.co/CS8cK2twRE",Positive
Plastic can take hundreds of years to break down – and we keep making more https://t.co/c7mjWQ33KJ,Positive
"REGISTRATION LINK FOR
EKO BEACH RACE 2022
● Beach Race ● Plastic Pick-Up 
Don't miss the EKO BEACH RACE 
Sign up now to be a part of the Race Against Ocean Plastic Pollution this 13th August 2022 at Elegushi Private Beach Lekki #Register 
https://t.co/ltC8X2IDEu
 @taiwoadewole https://t.co/oLBrtpwexP",Neutral
"Solving the Plastic Crisis Through Community Empowerment - EcoWatch

https://t.co/gBIISg4GBF",Neutral
"Plastic pollution is one of the greatest threats to ocean health worldwide 😢

#NFT #nftproject #plasticfree #nature #angrytide
https://t.co/mbZNodRpU6",Positive
"Tuskegee professor training 'next generation' of Black scientists

The plastics industry is missing out on innovations from historically Black colleges and universities that could help spur new plastic pollution and climate change solutions says an asso… https://t.co/SAa4mm3exR",Negative
Today Americans throw away an estimated 2.5m plastic water bottles every hour. Single-use plastic will take at least 400 years to break down in any significant way. And when it does break down often from exposure to sunlight it becomes microplastics. https://t.co/bOoUPQWlAK,Negative
California’s Plastic Pollution Prevention and Packaging Producer Responsibility Act (SB 54) requires plastics producers to create a $5 billion fund to help low-income communities impacted by the effects of plastic pollution. More here: https://t.co/BPI36mXQng #SB54 #california,Positive
"Application is open for the 2022 Plastic Wize Fellowship and eligible applicants are innovative female students passionate about tackling plastic pollution.
https://t.co/8SXQJ7TwuG",Positive
"#MarineMonday from the @SeekTheMEEC - 
Tag one of your favorite ecoartists that are raising awareness on the #plastic pollution crisis.. we will start @freeourseas @FlamingoGardens 
#turtles #art #mondaymotivaton https://t.co/bwB2aHHxmx",Positive
"🆕 @IUCN Publication
📚
A solution package for plastic pollution – from measurement to action

Access here
⬇️
https://t.co/wAjfsudCxJ
#plasticpollution #actnow
@IUCN_Plastics @Sida @AFD_en https://t.co/DSsyR6q25v",Positive
contributing to soft plastic pollution with my addiction to hot pockets,Positive
Hiya fellow humans! The well known toxic company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! Fun fact  carbon footprints are important!  Think twice about the amount of pollution resulted making your products!,Positive
@MelvynDanes Garden? That’s anything but a garden. How much would it cost to remove all the plastic pollution? I would never consider the purchase of a house with a garden like that. No doubt Barbie &amp; Ken will be along soon…,Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/udssl61wir,Positive
Plastic can take hundreds of years to break down – and we keep making more https://t.co/5HHQa6qNxR,Positive
"Plastic can take hundreds of years to break down – and we keep making more
Americans throw away an estimated 2.5m plastic water bottles an hour. We need international cooperation to protect our planet and our health
https://t.co/CKxpRQg7j5",Positive
#Bioheatfuel  on #GSBiofuels: Solving the Plastic Crisis Through Community Empowerment https://t.co/TbvPWE3cgT,Neutral
Made in America Plastic Pollution Threatening All Marine Life | Nature's Real Health https://t.co/vk3HLUSYCu,Positive
"PLASTIC CAN TAKE HUNDREDS OF YEARS TO BREAK DOWN – AND WE KEEP MAKING MORE

‘… profit and productivity are prized over health; plastic pollution – a child of big oil – is found in the deepest oceans atop the highest mountains in fresh Antarctic snow.’

https://t.co/gyUFzxvDly",Positive
Hey green thumbs! Today we have everyone's favorite harmful company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Did you know  everyone has their very own carbon footprint!  Follow for more daily environmental facts!,Positive
@afneil @spectator They got pretty well everything wrong. Man does not control the climate. Never has. Never will. So instead of wasting time &amp; effort conning us out of our taxes perhaps we could concentrate on what we can control: conservation &amp; plastic pollution. That'd be far more constructive.,Positive
plastic pollution : there is an island 3x size of the UK called the Great Garbage Pacific entirely made up of plastic (people - lets not die),Positive
@the_kpopalypse exactly!! topics like climate change and plastic pollution can all be so draining and overwhelming. but really small changes can make big impacts too. the local scale deserves attention just as much as the global!,Positive
World’s First River ‘Bubble Barrier’ Shows Promise for Preventing Plastic From Reaching the Sea https://t.co/p0Pfhk3wtY,Positive
"July may be over but going plastic-free doesn’t have to stop. Keep up with your momentum from @PlasticFreeJuly and #breakfreefromplastic. Click the link to see how. 

https://t.co/EAKsXi7DQj",Neutral
"@ErrthangRegula You are increasing plastic pollution in the world.
Please stop.",Neutral
📚Em Defesa da Sociedade☮️https://t.co/U4AOW6IUis,Neutral
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/PPfy7Sz2L9,Positive
Michael Curry says we are missing out on innovations from historically Black colleges and universities that could spur new plastic pollution and climate solutions. We interviewed Curry at @TuskegeeUniv for our special report on diversity in plastics https://t.co/ar2VaueDYw,Positive
Plastic can take hundreds of years to break down – and we keep making more #plasticpollution  https://t.co/uFd7r0ZrM1,Positive
"@1FJB11 @scottkanerva @RandPaul They don’t get it…

“Straws on average weigh so little—about one sixty-seventh of an ounce or .42 grams—that all those billions of straws add up to only about 2000 tons of the nearly 9 million tons of plastic waste that yearly hits the waters” https://t.co/fjGvb8axMU",Negative
@Adventurecom While this is a huge step in the right direction a 10-year timeline is far too long. We're calling on the public to help us collect data on plastic pollution at national parks. Anyone can take part at any U.S. National Park this summer! Learn more at https://t.co/LrINF4iZQy,Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/iRii1wS2Hx,Positive
"Plastic can take hundreds of years to break down – and we keep making more 

""Plastics with chemicals to make them flexible and those that are biodegradable but have endocrine-disrupting effects may increase rates of cancer infertility and obesity.
 https://t.co/l7jgZa0Bhl",Positive
"Stand on the beach in Boca Raton at 10 or 11 p.m. with your back to the ocean — and over the dunes you'll see a glowing sky. The light is artificial from city buildings and homes. 

Local conservationists say that can be confusing for baby sea turtles. https://t.co/gDZJVwBZ3j",Negative
Plastic can take hundreds of years to break down – and we keep making more https://t.co/pxtVVS4ivm,Positive
@FiveTimesAugust @ChefboyRWD Pure junk! The #CovidIsNotOver crowd complains when single use plastic 🗑 is polluting the oceans but don’t say a word about paper masks causing the same amount of pollution in the ocean 🌊!,Positive
@duganist Need a plan for the ocean too. Shift some fishery demand to aquaculture reduction of plastic pollution restoration of (or create new) coral reefs and a way to eliminate desalination brine. If the ocean falls apart everything else will too.,Positive
plastic pollution : a truckload of plastic is dumped into the ocean every minute (people - lets not die),Neutral
"""#PlasticNeutrality when done well can fund critical infrastructure and action that cleans up plastic waste and reduces pollution of natural ecosystems.""

Great advice for organisations planning on having a #NetZero plastic footprint: https://t.co/YIBP8ZdOZr via @SustainBrands",Positive
"Hey ⁦@POTUS⁩ get onboard this #UNGlobalPlasticsTreaty #PlasticPollution is poisoning us 😡
#BanSingleUsePlastics  https://t.co/oFNUMRgVin",Neutral
@MirrorCeleb London already has enough pollution. Plastic waste is no joke,Negative
Hey eco-friendlies! Today we have everyone's favorite unnatural company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😖! You'll never guess that  carbon footprints are important!  Follow for more daily environmental facts!,Positive
"Plastic can take hundreds of years to break down – and we keep making more 😳😳😳
#BanSingleUsePlastic #PlasticPollution 😡 https://t.co/LeDz5zsMsc",Positive
"Each pair of our Venus strappy sandal heel uppers keeps nine plastic bottles from ending up in our oceans. There are several ways to help reduce plastic pollution—but at VEERAH we do it en vogue. 😉♻️

#VEERAH
#VEERAHwarriors
#DoGoodLookIncredible
#veganheels
#sustainablefashion https://t.co/pkVFHphMML",Neutral
"@wndrngntlst @JayScottFX It's the same with everything lately.

You have an abusive boss? It's YOUR fault for not quitting and getting a better job.

Pollution is destroying our planet? It's YOUR fault for driving the wrong car and buying food wrapped in plastic.

(cont)",Negative
"By 2050 there will be more plastics in the sea than fish‼️

The #UNEA decision to negotiate a treaty on plastic pollution is an important positive step but we need to also act urgently on national regional and global level to #EndPlasticPollution! 

#WadadliActionPlatform https://t.co/iSwwaDVPLd",Positive
"Think the plastics bans will do the trick? Think again. According to @IISD_news 86 per cent of Canada's #plasticwaste goes to landfills representing a loss of nearly $8 billion. Policy expert @ColinIsaacs weighs in to advise what we can do about it.

https://t.co/w44Oqw9H2O",Positive
plastic pollution is likely going to consequence in more plastic than fish in the sea by 2050 (people - lets not die),Positive
"MEMBER SPOTLIGHT: This week we recognize Blue McRight and her dedication to the elimination of plastic pollution and the protection of our oceans. ""My work engages with drought sea level rise and ocean plastic pollution."" Image: Font 2016 https://t.co/vZxtChPIUD https://t.co/H3PFtlZoQD",Neutral
@TallulahMShark @wyominghippie1 @martinblackw0od Plastic straws are a huge nuisance pollution along the shore and other recreation areas. But then again so is fishing line.,Positive
"A baby turtle which rescued by Australian zoo passed pure plastic for six days! This is serious warning for planet earth 😳
#pollution #wildlife #environment 

https://t.co/MhUdOeZcWr",Negative
Solutions for marine pollution include prevention and cleanup. Disposable and single-use plastic is abundantly used in today’s society from shopping bags to shipping packaging to plastic bottles.,Positive
How does plastic end up on an island with no people? Our pollution problem turned this uninhabited land into a place with the highest concentration of debris in the world. A stunning step-by-step guide on how we got here. https://t.co/i99EnwKjhL,Positive
"SKZ TALKING ABOUT POLLUTION WHEN THEY USE A LOT OF PLASTIC EVERYDAY BRAH BE SERIOUS 
freaks ☠️☠️☠️☠️
""use less plastic"" pleakeee https://t.co/nxATdJ6XcD",Negative
Plastic can take hundreds of years to break down – and we keep making more https://t.co/GTcGQf7wRr,Positive
Plastic can take hundreds of years to break down – and we keep making more | Kim Heacox https://t.co/vGE3DoRS9U,Positive
Going into a panel on addressing marine plastic pollution at #WadadliActionPlatform a reminder of some of the UK commitments @ UN Ocean Conference this year 🌊 🌍 https://t.co/RmmMFyB52l,Neutral
Many have argued banning plastic straws won’t solve the problem and that we should instead focus our attention on mega-polluters like oil companies and the U.S. military https://t.co/mFujMkgtT6,Positive
Beyond albatrosses many sea creatures and seabirds consume fatal levels of plastic at alarming rates or are otherwise trapped and strangled by discarded plastic fishing nets https://t.co/adxCU9kud1,Positive
Plastic can take hundreds of years to break down – and we keep making more https://t.co/04mv8ruIkg,Positive
"Plastic pollution: Birds all over the world are living in our rubbish.
Very well done @JustineAmmendo1 
https://t.co/gpf23qAalt",Positive
Plastic can take hundreds of years to break down – and we keep making more https://t.co/p4G3OTbQnw,Positive
Plastic can take hundreds of years to break down – and we keep making more https://t.co/qz68rKgPmN,Positive
Plastic can take hundreds of years to break down – and we keep making more https://t.co/eO565zhr9E,Positive
